freq (Hz)	real	complex
0.000000E+0	5.494388E-1	0.000000E+0
1.000000E+0	9.359964E-1	0.000000E+0
2.000000E+0	9.212809E-1	0.000000E+0
3.000000E+0	8.638783E-1	0.000000E+0
4.000000E+0	9.630661E-1	0.000000E+0
5.000000E+0	9.912564E-1	0.000000E+0
6.000000E+0	9.814535E-1	0.000000E+0
7.000000E+0	8.864104E-1	0.000000E+0
8.000000E+0	9.333178E-1	0.000000E+0
9.000000E+0	7.360886E-1	0.000000E+0
1.000000E+1	8.688517E-1	0.000000E+0
1.100000E+1	9.094562E-1	0.000000E+0
1.200000E+1	6.175558E-1	0.000000E+0
1.300000E+1	8.920847E-1	0.000000E+0
1.400000E+1	8.551704E-1	0.000000E+0
1.500000E+1	7.309241E-1	0.000000E+0
1.600000E+1	9.273917E-1	0.000000E+0
1.700000E+1	4.962641E-1	0.000000E+0
1.800000E+1	9.154300E-1	0.000000E+0
1.900000E+1	8.828397E-1	0.000000E+0
2.000000E+1	8.378871E-1	0.000000E+0
2.100000E+1	8.859945E-1	0.000000E+0
2.200000E+1	8.781687E-1	0.000000E+0
2.300000E+1	8.532017E-1	0.000000E+0
2.400000E+1	9.648004E-1	0.000000E+0
2.500000E+1	7.723290E-1	0.000000E+0
2.600000E+1	9.691597E-1	0.000000E+0
2.700000E+1	8.045705E-1	0.000000E+0
2.800000E+1	9.598172E-1	0.000000E+0
2.900000E+1	8.154029E-1	0.000000E+0
3.000000E+1	8.957038E-1	0.000000E+0
3.100000E+1	9.394446E-1	0.000000E+0
3.200000E+1	9.331773E-1	0.000000E+0
3.300000E+1	9.578149E-1	0.000000E+0
3.400000E+1	7.511583E-1	0.000000E+0
3.500000E+1	9.534423E-1	0.000000E+0
3.600000E+1	6.485206E-1	0.000000E+0
3.700000E+1	9.307486E-1	0.000000E+0
3.800000E+1	8.851100E-1	0.000000E+0
3.900000E+1	6.738629E-1	0.000000E+0
4.000000E+1	9.274868E-1	0.000000E+0
4.100000E+1	4.983195E-1	0.000000E+0
4.200000E+1	9.413849E-1	0.000000E+0
4.300000E+1	7.760348E-1	0.000000E+0
4.400000E+1	8.545482E-1	0.000000E+0
4.500000E+1	9.254437E-1	0.000000E+0
4.600000E+1	7.496316E-1	0.000000E+0
4.700000E+1	9.625221E-1	0.000000E+0
4.800000E+1	7.613959E-1	0.000000E+0
4.900000E+1	8.816080E-1	0.000000E+0
5.000000E+1	9.214615E-1	0.000000E+0
5.100000E+1	8.095639E-1	0.000000E+0
5.200000E+1	9.521903E-1	0.000000E+0
5.300000E+1	7.514368E-1	0.000000E+0
5.400000E+1	8.756063E-1	0.000000E+0
5.500000E+1	9.318475E-1	0.000000E+0
5.600000E+1	8.239922E-1	0.000000E+0
5.700000E+1	8.994436E-1	0.000000E+0
5.800000E+1	7.958143E-1	0.000000E+0
5.900000E+1	8.335566E-1	0.000000E+0
6.000000E+1	8.117088E-1	0.000000E+0
6.100000E+1	8.146910E-1	0.000000E+0
6.200000E+1	7.583762E-1	0.000000E+0
6.300000E+1	8.588593E-1	0.000000E+0
6.400000E+1	7.470895E-1	0.000000E+0
6.500000E+1	8.944597E-1	0.000000E+0
6.600000E+1	7.579755E-1	0.000000E+0
6.700000E+1	6.578323E-1	0.000000E+0
6.800000E+1	9.207457E-1	0.000000E+0
6.900000E+1	6.494229E-1	0.000000E+0
7.000000E+1	9.177017E-1	0.000000E+0
7.100000E+1	6.589647E-1	0.000000E+0
7.200000E+1	7.096665E-1	0.000000E+0
7.300000E+1	9.567031E-1	0.000000E+0
7.400000E+1	5.562367E-1	0.000000E+0
7.500000E+1	9.120765E-1	0.000000E+0
7.600000E+1	3.816636E-1	0.000000E+0
7.700000E+1	7.686475E-1	0.000000E+0
7.800000E+1	9.867156E-1	0.000000E+0
7.900000E+1	6.150648E-1	0.000000E+0
8.000000E+1	9.121072E-1	0.000000E+0
8.100000E+1	1.576121E-1	0.000000E+0
