freq (Hz)	real	complex
0.000000E+0	-1.815408E-2	0.000000E+0
1.000000E+0	3.590041E-2	-1.690388E-2
2.000000E+0	1.141500E-3	2.975261E-2
3.000000E+0	4.560035E-3	-3.261812E-2
4.000000E+0	3.388360E-2	1.562006E-2
5.000000E+0	-6.424435E-2	-2.875943E-2
6.000000E+0	-2.645065E-3	7.943169E-2
7.000000E+0	4.882479E-2	5.465834E-2
8.000000E+0	2.641375E-2	2.904005E-3
9.000000E+0	5.578837E-2	2.550274E-2
1.000000E+1	1.181512E-2	1.615984E-2
1.100000E+1	5.262667E-2	-3.990671E-3
1.200000E+1	3.004860E-2	3.278360E-2
1.300000E+1	2.580816E-2	-1.355193E-2
1.400000E+1	5.747942E-2	2.101066E-2
1.500000E+1	1.292329E-2	7.990146E-3
1.600000E+1	5.822310E-2	-1.141876E-2
1.700000E+1	3.289704E-2	2.664231E-2
1.800000E+1	3.092271E-2	-2.333221E-2
1.900000E+1	6.342644E-2	1.063076E-2
2.000000E+1	1.347885E-2	-1.160040E-2
2.100000E+1	4.176285E-2	-2.714248E-2
2.200000E+1	2.196654E-2	3.107187E-2
2.300000E+1	2.232229E-2	-2.370770E-2
2.400000E+1	6.172161E-2	1.749646E-2
2.500000E+1	9.368734E-3	-1.381613E-3
2.600000E+1	5.516716E-2	-1.931881E-2
2.700000E+1	3.310261E-2	3.800527E-2
2.800000E+1	4.113421E-2	-1.891722E-2
2.900000E+1	1.048065E-1	1.881167E-2
3.000000E+1	6.907610E-2	-2.941506E-2
3.100000E+1	1.040465E-1	-1.530564E-1
3.200000E+1	-8.586528E-2	-5.195212E-2
3.300000E+1	-2.062641E-2	-2.923589E-2
3.400000E+1	1.308730E-2	1.217376E-2
3.500000E+1	-2.559002E-2	-1.820910E-3
3.600000E+1	3.390010E-2	-1.233508E-2
3.700000E+1	5.507624E-3	3.058026E-2
3.800000E+1	1.009599E-2	-3.098240E-2
3.900000E+1	4.333381E-2	1.918721E-2
4.000000E+1	-1.341273E-2	-1.320740E-3
4.100000E+1	4.906323E-2	-1.793046E-2
4.200000E+1	1.154601E-2	3.327827E-2
4.300000E+1	1.440632E-2	-3.377903E-2
4.400000E+1	5.487854E-2	2.193561E-2
4.500000E+1	-1.161080E-2	-2.402586E-4
4.600000E+1	6.007597E-2	-2.254292E-2
4.700000E+1	1.678714E-2	3.942099E-2
4.800000E+1	1.822330E-2	-4.027867E-2
4.900000E+1	6.997732E-2	2.608763E-2
5.000000E+1	-1.155648E-2	5.455395E-4
5.100000E+1	7.831278E-2	-3.086347E-2
5.200000E+1	2.661964E-2	5.038699E-2
5.300000E+1	2.511949E-2	-5.597197E-2
5.400000E+1	1.046144E-1	3.277025E-2
5.500000E+1	-1.299453E-2	1.644564E-3
5.600000E+1	1.329721E-1	-6.070751E-2
5.700000E+1	6.549497E-2	9.405472E-2
5.800000E+1	6.681964E-2	-1.410543E-1
5.900000E+1	4.708324E-1	7.832477E-2
6.000000E+1	-1.858902E-1	-8.421870E-1
6.100000E+1	-3.328704E-1	2.078938E-1
6.200000E+1	-9.775980E-2	-5.464856E-2
6.300000E+1	-2.431736E-2	5.663425E-2
6.400000E+1	-6.713782E-2	2.094215E-2
6.500000E+1	-1.566959E-2	9.903632E-4
6.600000E+1	-1.249325E-2	2.571373E-2
6.700000E+1	-3.352760E-2	1.237193E-2
6.800000E+1	-5.667289E-3	3.673184E-3
6.900000E+1	-5.048056E-3	3.724988E-2
7.000000E+1	-2.324720E-2	3.297905E-3
7.100000E+1	2.157909E-2	1.433277E-2
7.200000E+1	-2.238225E-2	3.723974E-2
7.300000E+1	3.894034E-3	-1.457320E-2
7.400000E+1	1.867124E-2	4.883740E-2
7.500000E+1	-3.490005E-2	3.907709E-3
7.600000E+1	4.461191E-2	9.183168E-3
7.700000E+1	-2.729224E-2	5.870403E-2
7.800000E+1	4.902764E-3	-3.080879E-2
7.900000E+1	3.563337E-2	7.425244E-2
8.000000E+1	-6.099714E-2	4.443449E-3
8.100000E+1	7.333560E-2	8.176140E-3
8.200000E+1	-5.858396E-2	1.034563E-1
8.300000E+1	-2.993181E-3	-6.860734E-2
8.400000E+1	4.163713E-2	1.580516E-1
8.500000E+1	-2.004360E-1	-1.836840E-2
8.600000E+1	1.332329E-1	7.157501E-2
8.700000E+1	-8.311809E-1	4.078754E-1
8.800000E+1	7.462247E-1	1.574261E+0
8.900000E+1	2.149142E+0	-1.742946E-1
9.000000E+1	1.459476E-2	-2.015841E+0
9.100000E+1	-6.111345E-1	1.608472E-1
9.200000E+1	-1.048079E-1	-3.229252E-1
9.300000E+1	-2.095206E-3	8.845617E-2
9.400000E+1	-1.570821E-1	-1.148631E-1
9.500000E+1	7.399950E-2	-4.729725E-2
9.600000E+1	-8.778117E-2	2.373715E-2
9.700000E+1	8.840138E-3	-1.024246E-1
9.800000E+1	1.623632E-2	3.544776E-2
9.900000E+1	-5.373711E-2	-5.660358E-2
1.000000E+2	5.222120E-2	-2.333851E-2
1.010000E+2	-3.663002E-2	1.057671E-2
1.020000E+2	1.540703E-2	-6.070341E-2
1.030000E+2	1.946733E-2	2.133234E-2
1.040000E+2	-2.444219E-2	-3.790747E-2
1.050000E+2	4.008048E-2	-1.701032E-2
1.060000E+2	-1.703334E-2	7.401011E-3
1.070000E+2	1.654241E-2	-4.130753E-2
1.080000E+2	2.180571E-2	1.566964E-2
1.090000E+2	-7.538756E-3	-2.674926E-2
1.100000E+2	3.434358E-2	-1.717129E-2
1.110000E+2	-6.614489E-3	8.022052E-3
1.120000E+2	1.942556E-2	-3.170259E-2
1.130000E+2	2.358607E-2	1.150802E-2
1.140000E+2	4.069313E-5	-1.980066E-2
1.150000E+2	3.695676E-2	-1.130887E-2
1.160000E+2	4.212314E-3	6.294350E-4
1.170000E+2	2.322417E-2	-2.796286E-2
1.180000E+2	2.175472E-2	2.672366E-3
1.190000E+2	5.806329E-3	-2.914352E-2
1.200000E+2	-3.697497E-4	-1.204758E-3
1.210000E+2	2.683126E-2	2.322381E-2
1.220000E+2	2.002874E-2	-2.010728E-2
1.230000E+2	3.461840E-2	5.396408E-3
1.240000E+2	1.047531E-2	-5.540115E-3
1.250000E+2	3.649360E-2	-1.022661E-2
1.260000E+2	2.120219E-2	7.677124E-3
1.270000E+2	2.444708E-2	-1.480853E-2
1.280000E+2	3.792968E-2	4.024900E-3
1.290000E+2	1.867167E-2	-3.297148E-3
1.300000E+2	4.070019E-2	-8.950831E-3
1.310000E+2	3.084878E-2	7.420414E-3
1.320000E+2	3.186724E-2	-1.282679E-2
1.330000E+2	4.615835E-2	1.743800E-3
1.340000E+2	2.946779E-2	-2.791535E-3
1.350000E+2	4.789965E-2	-1.129256E-2
1.360000E+2	4.198053E-2	5.108426E-3
1.370000E+2	4.093060E-2	-1.329470E-2
1.380000E+2	5.695479E-2	-2.531092E-3
1.390000E+2	4.200807E-2	-4.269500E-3
1.400000E+2	5.930585E-2	-1.550587E-2
1.410000E+2	5.624304E-2	-1.905810E-3
1.420000E+2	5.125947E-2	-1.548328E-2
1.430000E+2	7.194364E-2	-8.831535E-3
1.440000E+2	6.002943E-2	-4.820851E-3
1.450000E+2	7.918957E-2	-2.245904E-2
1.460000E+2	8.536489E-2	-5.592544E-3
1.470000E+2	8.448368E-2	-2.758287E-2
1.480000E+2	1.140370E-1	-2.849266E-2
1.490000E+2	1.065271E-1	-3.490610E-2
1.500000E+2	1.314589E-1	-7.109908E-2
1.510000E+2	1.372362E-1	-7.334063E-2
1.520000E+2	1.343987E-1	-1.194419E-1
1.530000E+2	1.683658E-1	-1.611737E-1
1.540000E+2	1.243226E-1	-2.443963E-1
1.550000E+2	4.229407E-2	-3.786444E-1
1.560000E+2	-2.579745E-1	-3.069294E-1
1.570000E+2	-2.272028E-1	-1.622704E-2
1.580000E+2	-1.000376E-1	-2.900668E-2
1.590000E+2	-8.323242E-2	7.950308E-3
1.600000E+2	-6.338614E-2	-1.925966E-2
1.610000E+2	-2.605308E-2	2.257853E-3
1.620000E+2	-4.857345E-2	-1.091794E-2
1.630000E+2	-1.777238E-2	-1.761848E-2
1.640000E+2	-2.842365E-2	1.320520E-2
1.650000E+2	-2.271866E-2	-1.744973E-2
1.660000E+2	2.938377E-3	1.362245E-2
1.670000E+2	-1.821479E-2	4.461582E-3
1.680000E+2	1.892403E-2	-1.367347E-2
1.690000E+2	4.730228E-4	1.828022E-2
1.700000E+2	-6.311349E-4	-2.325910E-2
1.710000E+2	2.554386E-2	1.420702E-2
1.720000E+2	-1.352466E-2	4.988133E-3
1.730000E+2	3.537915E-2	-4.944985E-3
1.740000E+2	7.632902E-3	3.589310E-2
1.750000E+2	2.637200E-2	6.589553E-3
1.760000E+2	7.896471E-2	5.237469E-3
1.770000E+2	-3.121644E-2	8.885423E-3
1.780000E+2	5.965919E-2	2.372974E-3
1.790000E+2	-4.758682E-2	1.645526E-1
1.800000E+2	2.947213E-1	1.054042E-1
1.810000E+2	1.490465E-1	-1.309915E-1
1.820000E+2	7.768666E-2	-7.071034E-3
1.830000E+2	9.684715E-2	-7.369522E-2
1.840000E+2	1.134740E-1	1.211444E-2
1.850000E+2	6.315285E-2	-5.109287E-2
1.860000E+2	1.611988E-1	-1.635888E-2
1.870000E+2	7.316522E-2	1.831246E-2
1.880000E+2	1.682711E-1	-6.954039E-2
1.890000E+2	1.768029E-1	5.960067E-2
1.900000E+2	1.267449E-1	-6.955728E-2
1.910000E+2	3.101315E-1	-3.426292E-3
1.920000E+2	1.576004E-1	3.434688E-2
1.930000E+2	3.608748E-1	-1.470934E-1
1.940000E+2	4.082408E-1	1.340277E-1
1.950000E+2	3.288019E-1	-1.906734E-1
1.960000E+2	9.969152E-1	-4.284157E-2
1.970000E+2	6.939105E-1	1.285365E-1
1.980000E+2	3.148766E+0	-2.456274E+0
1.990000E+2	-2.783318E+0	-3.339438E+0
2.000000E+2	-1.024843E+0	2.518198E-1
2.010000E+2	-1.102993E+0	-2.438949E-1
2.020000E+2	-4.070281E-1	-1.572831E-1
2.030000E+2	-5.856658E-1	1.150575E-1
2.040000E+2	-4.205121E-1	-1.864074E-1
2.050000E+2	-2.714388E-1	7.350250E-2
2.060000E+2	-4.310561E-1	-4.256539E-2
2.070000E+2	-1.930428E-1	-4.971510E-2
2.080000E+2	-3.023496E-1	7.525851E-2
2.090000E+2	-2.444750E-1	-9.246302E-2
2.100000E+2	-1.670816E-1	4.955711E-2
2.110000E+2	-2.804330E-1	-2.103578E-2
2.120000E+2	-1.351283E-1	-3.592680E-2
2.130000E+2	-2.200286E-1	5.108696E-2
2.140000E+2	-1.913259E-1	-6.948708E-2
2.150000E+2	-1.471622E-1	4.048887E-2
2.160000E+2	-2.286453E-1	4.250400E-3
2.170000E+2	-1.136587E-1	-1.284787E-2
2.180000E+2	-1.760008E-1	6.221054E-2
2.190000E+2	-1.490838E-1	-3.840100E-2
2.200000E+2	-1.038747E-1	4.349234E-2
2.210000E+2	-1.802227E-1	1.139571E-3
2.220000E+2	-8.956204E-2	-1.298789E-2
2.230000E+2	-1.466219E-1	4.789822E-2
2.240000E+2	-1.301660E-1	-3.627496E-2
2.250000E+2	-9.149935E-2	3.696914E-2
2.260000E+2	-1.600409E-1	8.625091E-4
2.270000E+2	-8.100029E-2	-9.207127E-3
2.280000E+2	-1.300897E-1	4.604347E-2
2.290000E+2	-1.111993E-1	-2.644403E-2
2.300000E+2	-6.975241E-2	2.718357E-2
2.310000E+2	-1.447329E-1	-1.084213E-2
2.320000E+2	-7.552430E-2	-1.732534E-2
2.330000E+2	-1.241228E-1	3.270584E-2
2.340000E+2	-1.131385E-1	-3.448306E-2
2.350000E+2	-8.192911E-2	2.599420E-2
2.360000E+2	-1.408064E-1	-2.637850E-3
2.370000E+2	-7.600708E-2	-1.318159E-2
2.380000E+2	-1.199623E-1	3.316595E-2
2.390000E+2	-1.146191E-1	-2.362264E-2
2.400000E+2	-6.743544E-2	2.917976E-2
2.410000E+2	-1.380064E-1	-6.407460E-3
2.420000E+2	-7.165149E-2	-1.273662E-2
2.430000E+2	-1.192885E-1	3.408380E-2
2.440000E+2	-1.067938E-1	-2.818028E-2
2.450000E+2	-7.693666E-2	2.897161E-2
2.460000E+2	-1.327267E-1	-2.590643E-3
2.470000E+2	-7.322565E-2	-1.117731E-2
2.480000E+2	-1.172586E-1	3.496292E-2
2.490000E+2	-1.048020E-1	-2.648146E-2
2.500000E+2	-7.830861E-2	2.761245E-2
2.510000E+2	-1.327904E-1	-2.620730E-4
2.520000E+2	-7.355982E-2	-8.987861E-3
2.530000E+2	-1.159664E-1	3.541829E-2
2.540000E+2	-1.056410E-1	-2.519257E-2
2.550000E+2	-7.756544E-2	3.003246E-2
2.560000E+2	-1.292915E-1	-1.322961E-5
2.570000E+2	-7.165345E-2	-1.288137E-2
2.580000E+2	-1.181759E-1	3.104338E-2
2.590000E+2	-1.091590E-1	-2.861032E-2
2.600000E+2	-8.293307E-2	2.733201E-2
2.610000E+2	-1.375809E-1	-5.960653E-4
2.620000E+2	-7.665708E-2	-8.843637E-3
2.630000E+2	-1.214401E-1	3.341846E-2
2.640000E+2	-1.111160E-1	-2.705977E-2
2.650000E+2	-8.430871E-2	2.846150E-2
2.660000E+2	-1.386026E-1	-1.910897E-3
2.670000E+2	-7.698688E-2	-1.215664E-2
2.680000E+2	-1.249404E-1	2.678891E-2
2.690000E+2	-1.185690E-1	-3.406410E-2
2.700000E+2	-9.199134E-2	2.459617E-2
2.710000E+2	-1.465821E-1	-8.277423E-3
2.720000E+2	-8.589377E-2	-2.137079E-2
2.730000E+2	-1.406197E-1	1.743947E-2
2.740000E+2	-1.369442E-1	-4.404423E-2
2.750000E+2	-1.168609E-1	1.757746E-2
2.760000E+2	-1.779837E-1	-1.125747E-2
2.770000E+2	-1.189241E-1	-1.440774E-2
2.780000E+2	-1.712801E-1	3.327242E-2
2.790000E+2	-1.611335E-1	-2.610980E-2
2.800000E+2	-1.391989E-1	3.909625E-2
2.810000E+2	-1.958081E-1	1.297045E-2
2.820000E+2	-1.287376E-1	1.136923E-2
2.830000E+2	-1.769632E-1	5.466063E-2
2.840000E+2	-1.601445E-1	-6.846916E-3
2.850000E+2	-1.419253E-1	5.356153E-2
2.860000E+2	-1.715019E-1	2.495674E-2
2.870000E+2	-1.234560E-1	-1.339576E-2
2.880000E+2	-1.762483E-1	1.387395E-3
2.890000E+2	-2.561364E-1	-7.310248E-3
2.900000E+2	-9.714343E-2	4.442761E-2
2.910000E+2	-2.876712E-1	-4.699069E-2
2.920000E+2	-2.039521E-1	-9.162660E-3
2.930000E+2	-2.965345E-1	6.130188E-2
2.940000E+2	-2.857089E-1	-1.198347E-2
2.950000E+2	-2.724069E-1	9.281844E-2
2.960000E+2	-3.656601E-1	5.408985E-2
2.970000E+2	-3.088579E-1	8.041782E-2
2.980000E+2	-4.039521E-1	1.689563E-1
2.990000E+2	-4.102078E-1	1.257330E-1
3.000000E+2	-4.661553E-1	2.661734E-1
3.010000E+2	-5.883671E-1	4.325839E-1
3.020000E+2	-4.608339E-1	7.260342E-1
3.030000E+2	4.732111E-2	1.164570E+0
3.040000E+2	7.242694E-1	4.760000E-1
3.050000E+2	4.223147E-1	-8.899819E-2
3.060000E+2	-8.155965E-2	3.350112E-3
3.070000E+2	8.075491E-2	7.853003E-2
3.080000E+2	-4.224273E-2	1.826527E-1
3.090000E+2	2.537679E-2	4.490243E-2
3.100000E+2	3.837505E-2	1.779954E-1
3.110000E+2	2.456439E-2	8.308731E-2
3.120000E+2	7.487989E-2	-5.208357E-2
3.130000E+2	-8.975418E-2	1.004771E-1
3.140000E+2	-5.391495E-2	-5.171559E-2
3.150000E+2	-1.372360E-2	9.112123E-2
3.160000E+2	-1.649961E-1	5.119689E-3
3.170000E+2	-1.821160E-2	9.875938E-3
3.180000E+2	-1.212249E-1	1.218489E-1
3.190000E+2	-1.040632E-1	-9.524469E-2
3.200000E+2	-5.271972E-2	9.338289E-2
3.210000E+2	-2.427705E-1	-3.029073E-2
3.220000E+2	-4.300287E-2	-3.014366E-2
3.230000E+2	-2.472170E-1	8.893404E-2
3.240000E+2	-1.951382E-1	-1.187992E-1
3.250000E+2	-1.433096E-1	1.078225E-1
3.260000E+2	-3.649965E-1	-3.842470E-2
3.270000E+2	-1.214239E-1	-3.650818E-2
3.280000E+2	-3.772934E-1	1.287460E-1
3.290000E+2	-3.090343E-1	-1.584574E-1
3.300000E+2	-2.413583E-1	1.540360E-1
3.310000E+2	-5.638372E-1	-6.380973E-2
3.320000E+2	-2.274637E-1	-6.120597E-2
3.330000E+2	-6.355949E-1	1.868645E-1
3.340000E+2	-5.585873E-1	-2.653023E-1
3.350000E+2	-4.884578E-1	2.561372E-1
3.360000E+2	-1.115044E+0	-1.073268E-1
3.370000E+2	-5.553481E-1	-1.005761E-1
3.380000E+2	-1.522946E+0	4.822649E-1
3.390000E+2	-1.640582E+0	-6.169171E-1
3.400000E+2	-1.773405E+0	1.084218E+0
3.410000E+2	-7.194662E+0	6.405500E-1
3.420000E+2	8.815882E-1	1.251672E+1
3.430000E+2	6.041986E+0	1.207905E-1
3.440000E+2	2.282116E+0	1.342112E+0
3.450000E+2	1.407774E+0	-4.109670E-1
3.460000E+2	1.751055E+0	3.418109E-1
3.470000E+2	6.662441E-1	1.561017E-1
3.480000E+2	1.133769E+0	-2.008168E-1
3.490000E+2	7.269534E-1	3.307480E-1
3.500000E+2	5.595853E-1	-1.896105E-1
3.510000E+2	8.157228E-1	1.291736E-1
3.520000E+2	3.540533E-1	6.618995E-2
3.530000E+2	6.445930E-1	-1.092664E-1
3.540000E+2	4.565103E-1	1.877048E-1
3.550000E+2	3.700896E-1	-1.300764E-1
3.560000E+2	5.420440E-1	7.367127E-2
3.570000E+2	2.522840E-1	3.279625E-2
3.580000E+2	4.522548E-1	-8.502059E-2
3.590000E+2	3.259582E-1	1.271482E-1
3.600000E+2	2.688177E-1	-9.180694E-2
3.610000E+2	4.085965E-1	6.199020E-2
3.620000E+2	1.954078E-1	3.030800E-2
3.630000E+2	3.605964E-1	-5.219023E-2
3.640000E+2	2.716302E-1	1.039920E-1
3.650000E+2	2.336413E-1	-7.389081E-2
3.660000E+2	3.409155E-1	4.284821E-2
3.670000E+2	1.709744E-1	1.431619E-2
3.680000E+2	3.012754E-1	-5.349415E-2
3.690000E+2	2.256961E-1	7.503598E-2
3.700000E+2	1.959803E-1	-7.070767E-2
3.710000E+2	2.811884E-1	2.441010E-2
3.720000E+2	1.329097E-1	-2.156117E-3
3.730000E+2	2.197885E-1	-4.485625E-2
3.740000E+2	1.753728E-1	1.027794E-1
3.750000E+2	1.757171E-1	-3.489291E-2
3.760000E+2	2.529298E-1	4.814993E-2
3.770000E+2	1.341357E-1	2.204852E-2
3.780000E+2	2.333616E-1	-2.367441E-2
3.790000E+2	1.801308E-1	7.114086E-2
3.800000E+2	1.642348E-1	-3.992580E-2
3.810000E+2	2.308189E-1	3.665035E-2
3.820000E+2	1.274355E-1	1.578862E-2
3.830000E+2	2.163446E-1	-2.718604E-2
3.840000E+2	1.638280E-1	5.734330E-2
3.850000E+2	1.503065E-1	-3.994550E-2
3.860000E+2	2.083828E-1	3.283764E-2
3.870000E+2	1.187363E-1	1.253497E-2
