freq (Hz)	magnitude
4.711000E+3	4.596673E-1
4.712000E+3	4.682213E-1
4.713000E+3	4.711950E-1
4.714000E+3	4.825764E-1
4.715000E+3	4.885279E-1
4.716000E+3	4.962423E-1
4.717000E+3	5.075546E-1
4.718000E+3	5.141000E-1
4.719000E+3	5.296943E-1
4.720000E+3	5.404161E-1
4.721000E+3	5.548204E-1
4.722000E+3	5.730930E-1
4.723000E+3	5.878074E-1
4.724000E+3	6.121518E-1
4.725000E+3	6.338173E-1
4.726000E+3	6.616255E-1
4.727000E+3	6.935270E-1
4.728000E+3	7.274017E-1
4.729000E+3	7.728213E-1
4.730000E+3	8.250728E-1
4.731000E+3	8.799165E-1
4.732000E+3	9.360774E-1
4.733000E+3	1.003405E+0
4.734000E+3	1.086469E+0
4.735000E+3	1.152365E+0
4.736000E+3	1.182447E+0
4.737000E+3	1.168963E+0
4.738000E+3	1.106962E+0
4.739000E+3	1.015060E+0
4.740000E+3	9.070217E-1
4.741000E+3	8.071236E-1
4.742000E+3	7.149011E-1
4.743000E+3	6.407295E-1
4.744000E+3	5.774945E-1
4.745000E+3	5.229752E-1
4.746000E+3	4.719109E-1
4.747000E+3	4.342936E-1
4.748000E+3	3.989550E-1
4.749000E+3	3.731254E-1
4.750000E+3	3.510350E-1
4.751000E+3	3.260662E-1
4.752000E+3	3.092962E-1
4.753000E+3	2.903351E-1
4.754000E+3	2.793073E-1
4.755000E+3	2.661637E-1
4.756000E+3	2.555998E-1
4.757000E+3	2.521001E-1
4.758000E+3	2.435036E-1
4.759000E+3	2.366508E-1
4.760000E+3	2.353122E-1
4.761000E+3	2.388666E-1
4.762000E+3	2.628854E-1
4.763000E+3	2.851216E-1
4.764000E+3	2.691476E-1
4.765000E+3	2.488460E-1
4.766000E+3	2.356971E-1
4.767000E+3	2.293412E-1
4.768000E+3	2.258249E-1
4.769000E+3	2.252633E-1
4.770000E+3	2.262122E-1
4.771000E+3	2.224151E-1
4.772000E+3	2.219790E-1
4.773000E+3	2.210546E-1
4.774000E+3	2.173723E-1
4.775000E+3	2.156931E-1
4.776000E+3	2.131023E-1
4.777000E+3	2.130027E-1
4.778000E+3	2.126927E-1
4.779000E+3	2.125178E-1
4.780000E+3	2.160639E-1
4.781000E+3	2.156645E-1
4.782000E+3	2.191465E-1
4.783000E+3	2.183783E-1
4.784000E+3	2.173782E-1
4.785000E+3	2.211080E-1
4.786000E+3	2.179437E-1
4.787000E+3	2.216867E-1
4.788000E+3	2.203431E-1
4.789000E+3	2.210989E-1
4.790000E+3	2.246430E-1
4.791000E+3	2.252402E-1
4.792000E+3	2.269643E-1
4.793000E+3	2.243314E-1
4.794000E+3	2.261152E-1
4.795000E+3	2.269720E-1
4.796000E+3	2.264488E-1
4.797000E+3	2.302275E-1
4.798000E+3	2.280210E-1
4.799000E+3	2.323778E-1
4.800000E+3	2.330697E-1
4.801000E+3	2.310354E-1
4.802000E+3	2.367205E-1
4.803000E+3	2.353444E-1
4.804000E+3	2.398313E-1
4.805000E+3	2.394757E-1
4.806000E+3	2.383815E-1
4.807000E+3	2.419003E-1
4.808000E+3	2.395045E-1
4.809000E+3	2.460446E-1
4.810000E+3	2.453160E-1
4.811000E+3	2.480044E-1
4.812000E+3	2.538148E-1
4.813000E+3	2.513474E-1
4.814000E+3	2.595908E-1
4.815000E+3	2.636666E-1
4.816000E+3	2.670870E-1
4.817000E+3	2.739637E-1
4.818000E+3	2.727217E-1
4.819000E+3	2.833840E-1
4.820000E+3	2.866926E-1
4.821000E+3	2.967537E-1
4.822000E+3	3.101013E-1
4.823000E+3	3.169143E-1
4.824000E+3	3.375926E-1
4.825000E+3	3.495714E-1
4.826000E+3	3.694669E-1
4.827000E+3	3.820155E-1
4.828000E+3	3.830129E-1
4.829000E+3	3.810636E-1
4.830000E+3	3.579686E-1
4.831000E+3	3.452026E-1
4.832000E+3	3.235183E-1
4.833000E+3	3.107782E-1
4.834000E+3	3.017176E-1
4.835000E+3	2.940042E-1
4.836000E+3	2.928744E-1
4.837000E+3	2.882802E-1
4.838000E+3	2.854321E-1
4.839000E+3	2.843789E-1
4.840000E+3	2.812283E-1
4.841000E+3	2.845045E-1
4.842000E+3	2.826117E-1
4.843000E+3	2.838124E-1
4.844000E+3	2.849282E-1
4.845000E+3	2.841397E-1
4.846000E+3	2.886583E-1
4.847000E+3	2.893772E-1
4.848000E+3	2.976031E-1
4.849000E+3	3.114373E-1
4.850000E+3	3.226988E-1
4.851000E+3	3.210093E-1
4.852000E+3	3.149286E-1
4.853000E+3	3.129257E-1
4.854000E+3	3.096333E-1
4.855000E+3	3.083817E-1
4.856000E+3	3.101961E-1
4.857000E+3	3.113166E-1
4.858000E+3	3.139898E-1
4.859000E+3	3.140603E-1
4.860000E+3	3.160221E-1
4.861000E+3	3.151931E-1
4.862000E+3	3.179296E-1
4.863000E+3	3.189168E-1
4.864000E+3	3.218081E-1
4.865000E+3	3.247668E-1
4.866000E+3	3.263813E-1
4.867000E+3	3.284810E-1
4.868000E+3	3.333099E-1
4.869000E+3	3.377077E-1
4.870000E+3	3.408985E-1
4.871000E+3	3.430782E-1
4.872000E+3	3.492206E-1
4.873000E+3	3.529644E-1
4.874000E+3	3.579872E-1
4.875000E+3	3.631400E-1
4.876000E+3	3.655285E-1
4.877000E+3	3.732803E-1
4.878000E+3	3.782668E-1
4.879000E+3	3.864298E-1
4.880000E+3	3.933647E-1
4.881000E+3	3.982023E-1
4.882000E+3	4.095498E-1
4.883000E+3	4.154263E-1
4.884000E+3	4.315894E-1
4.885000E+3	4.450136E-1
4.886000E+3	4.655106E-1
4.887000E+3	4.981467E-1
4.888000E+3	5.223212E-1
4.889000E+3	5.446487E-1
4.890000E+3	5.214281E-1
4.891000E+3	4.893840E-1
4.892000E+3	4.564924E-1
4.893000E+3	4.272456E-1
4.894000E+3	4.264273E-1
4.895000E+3	4.202131E-1
4.896000E+3	4.239206E-1
4.897000E+3	4.246931E-1
4.898000E+3	4.265256E-1
4.899000E+3	4.334573E-1
4.900000E+3	4.339995E-1
4.901000E+3	4.431770E-1
4.902000E+3	4.473300E-1
4.903000E+3	4.558824E-1
4.904000E+3	4.621354E-1
4.905000E+3	4.670107E-1
4.906000E+3	4.753177E-1
4.907000E+3	4.813153E-1
4.908000E+3	4.889870E-1
4.909000E+3	4.966951E-1
4.910000E+3	5.030043E-1
4.911000E+3	5.129431E-1
4.912000E+3	5.215823E-1
4.913000E+3	5.295641E-1
4.914000E+3	5.403476E-1
4.915000E+3	5.467028E-1
4.916000E+3	5.568829E-1
4.917000E+3	5.656227E-1
4.918000E+3	5.738550E-1
4.919000E+3	5.842511E-1
4.920000E+3	5.939765E-1
4.921000E+3	6.060169E-1
4.922000E+3	6.167791E-1
4.923000E+3	6.275691E-1
4.924000E+3	6.405994E-1
4.925000E+3	6.505056E-1
4.926000E+3	6.642434E-1
4.927000E+3	6.771539E-1
4.928000E+3	6.895126E-1
4.929000E+3	7.052216E-1
4.930000E+3	7.182554E-1
4.931000E+3	7.352944E-1
4.932000E+3	7.519951E-1
4.933000E+3	7.670873E-1
4.934000E+3	7.857390E-1
4.935000E+3	8.008181E-1
4.936000E+3	8.203326E-1
4.937000E+3	8.391780E-1
4.938000E+3	8.573055E-1
4.939000E+3	8.801984E-1
4.940000E+3	9.000939E-1
4.941000E+3	9.251183E-1
4.942000E+3	9.490558E-1
4.943000E+3	9.735053E-1
4.944000E+3	1.002926E+0
4.945000E+3	1.031022E+0
4.946000E+3	1.066231E+0
4.947000E+3	1.103071E+0
4.948000E+3	1.143646E+0
4.949000E+3	1.190500E+0
4.950000E+3	1.235453E+0
4.951000E+3	1.281216E+0
4.952000E+3	1.321500E+0
4.953000E+3	1.357596E+0
4.954000E+3	1.396935E+0
4.955000E+3	1.435651E+0
4.956000E+3	1.482072E+0
4.957000E+3	1.532366E+0
4.958000E+3	1.587610E+0
4.959000E+3	1.651841E+0
4.960000E+3	1.718079E+0
4.961000E+3	1.793693E+0
4.962000E+3	1.878436E+0
4.963000E+3	1.967243E+0
4.964000E+3	2.070823E+0
4.965000E+3	2.180706E+0
4.966000E+3	2.307568E+0
4.967000E+3	2.451851E+0
4.968000E+3	2.609191E+0
4.969000E+3	2.793569E+0
4.970000E+3	2.998990E+0
4.971000E+3	3.251718E+0
4.972000E+3	3.539545E+0
4.973000E+3	3.877821E+0
4.974000E+3	4.278557E+0
4.975000E+3	4.764716E+0
4.976000E+3	5.357479E+0
4.977000E+3	6.102922E+0
4.978000E+3	7.004674E+0
4.979000E+3	8.082060E+0
4.980000E+3	9.207823E+0
4.981000E+3	1.015891E+1
4.982000E+3	1.047319E+1
4.983000E+3	9.972995E+0
4.984000E+3	8.919876E+0
4.985000E+3	7.766697E+0
4.986000E+3	6.692831E+0
4.987000E+3	5.803294E+0
4.988000E+3	5.062243E+0
4.989000E+3	4.488957E+0
4.990000E+3	4.022446E+0
4.991000E+3	3.633678E+0
4.992000E+3	3.303477E+0
4.993000E+3	3.029844E+0
4.994000E+3	2.792615E+0
4.995000E+3	2.589017E+0
4.996000E+3	2.415369E+0
4.997000E+3	2.265817E+0
4.998000E+3	2.131941E+0
4.999000E+3	2.027527E+0
5.000000E+3	1.933639E+0
5.001000E+3	1.876665E+0
5.002000E+3	1.848224E+0
5.003000E+3	1.860295E+0
5.004000E+3	1.917973E+0
5.005000E+3	2.050413E+0
5.006000E+3	2.267282E+0
5.007000E+3	2.599872E+0
5.008000E+3	3.000754E+0
5.009000E+3	3.232179E+0
5.010000E+3	3.028486E+0
5.011000E+3	2.606972E+0
5.012000E+3	2.245334E+0
5.013000E+3	1.986191E+0
5.014000E+3	1.797162E+0
5.015000E+3	1.661943E+0
5.016000E+3	1.546951E+0
5.017000E+3	1.461941E+0
5.018000E+3	1.379683E+0
5.019000E+3	1.306816E+0
5.020000E+3	1.247623E+0
5.021000E+3	1.189446E+0
5.022000E+3	1.140091E+0
5.023000E+3	1.097142E+0
5.024000E+3	1.059417E+0
5.025000E+3	1.026130E+0
5.026000E+3	9.883053E-1
5.027000E+3	9.569607E-1
5.028000E+3	9.322528E-1
5.029000E+3	9.152918E-1
5.030000E+3	8.940215E-1
5.031000E+3	8.714084E-1
5.032000E+3	8.662183E-1
5.033000E+3	8.630654E-1
5.034000E+3	8.608454E-1
5.035000E+3	8.540695E-1
5.036000E+3	8.610282E-1
5.037000E+3	8.712913E-1
5.038000E+3	8.889959E-1
5.039000E+3	9.306796E-1
5.040000E+3	9.724506E-1
5.041000E+3	1.040683E+0
5.042000E+3	1.128749E+0
5.043000E+3	1.254312E+0
5.044000E+3	1.408802E+0
5.045000E+3	1.604940E+0
5.046000E+3	1.797804E+0
5.047000E+3	1.876674E+0
5.048000E+3	1.839562E+0
5.049000E+3	1.697546E+0
5.050000E+3	1.532476E+0
5.051000E+3	1.368544E+0
5.052000E+3	1.234731E+0
5.053000E+3	1.120119E+0
5.054000E+3	1.028024E+0
5.055000E+3	9.559567E-1
5.056000E+3	8.876219E-1
5.057000E+3	8.363722E-1
5.058000E+3	7.838523E-1
5.059000E+3	7.385823E-1
5.060000E+3	6.978857E-1
5.061000E+3	6.591562E-1
5.062000E+3	6.354582E-1
5.063000E+3	6.116043E-1
5.064000E+3	5.977682E-1
5.065000E+3	5.814488E-1
5.066000E+3	5.729874E-1
5.067000E+3	5.729034E-1
5.068000E+3	5.971277E-1
5.069000E+3	6.601617E-1
5.070000E+3	7.739334E-1
5.071000E+3	9.485790E-1
5.072000E+3	1.142045E+0
5.073000E+3	1.206856E+0
5.074000E+3	1.127315E+0
5.075000E+3	1.012965E+0
5.076000E+3	9.206013E-1
5.077000E+3	8.497046E-1
5.078000E+3	7.950778E-1
5.079000E+3	7.540260E-1
5.080000E+3	7.194471E-1
5.081000E+3	6.912585E-1
5.082000E+3	6.681237E-1
5.083000E+3	6.516025E-1
5.084000E+3	6.394899E-1
5.085000E+3	6.254388E-1
5.086000E+3	6.163060E-1
5.087000E+3	6.048544E-1
5.088000E+3	5.959494E-1
5.089000E+3	5.909790E-1
5.090000E+3	5.805647E-1
5.091000E+3	5.776917E-1
5.092000E+3	5.698239E-1
5.093000E+3	5.651239E-1
5.094000E+3	5.610491E-1
5.095000E+3	5.525825E-1
5.096000E+3	5.514385E-1
5.097000E+3	5.441198E-1
5.098000E+3	5.406234E-1
5.099000E+3	5.370951E-1
5.100000E+3	5.272962E-1
5.101000E+3	5.276421E-1
5.102000E+3	5.197633E-1
5.103000E+3	5.142057E-1
5.104000E+3	5.100779E-1
5.105000E+3	5.056560E-1
5.106000E+3	5.047672E-1
5.107000E+3	5.014569E-1
5.108000E+3	4.981427E-1
5.109000E+3	4.947513E-1
5.110000E+3	4.898478E-1
5.111000E+3	4.883259E-1
5.112000E+3	4.832798E-1
5.113000E+3	4.797144E-1
5.114000E+3	4.759509E-1
5.115000E+3	4.698975E-1
5.116000E+3	4.687374E-1
5.117000E+3	4.657366E-1
5.118000E+3	4.620392E-1
5.119000E+3	4.588081E-1
5.120000E+3	4.548406E-1
5.121000E+3	4.526120E-1
5.122000E+3	4.481921E-1
5.123000E+3	4.441421E-1
5.124000E+3	4.427297E-1
5.125000E+3	4.378694E-1
5.126000E+3	4.360517E-1
5.127000E+3	4.329677E-1
5.128000E+3	4.290480E-1
5.129000E+3	4.256298E-1
5.130000E+3	4.200579E-1
5.131000E+3	4.150239E-1
5.132000E+3	4.050067E-1
5.133000E+3	3.993169E-1
5.134000E+3	3.932202E-1
5.135000E+3	3.848775E-1
5.136000E+3	3.812964E-1
5.137000E+3	3.741615E-1
5.138000E+3	3.789562E-1
5.139000E+3	3.854008E-1
5.140000E+3	3.889501E-1
5.141000E+3	3.946119E-1
5.142000E+3	3.953353E-1
5.143000E+3	3.992040E-1
5.144000E+3	4.025350E-1
5.145000E+3	4.028615E-1
5.146000E+3	4.020317E-1
5.147000E+3	4.002261E-1
5.148000E+3	4.012472E-1
5.149000E+3	4.002608E-1
5.150000E+3	3.988626E-1
5.151000E+3	4.022643E-1
5.152000E+3	3.995515E-1
5.153000E+3	4.013198E-1
5.154000E+3	3.985216E-1
5.155000E+3	3.981764E-1
5.156000E+3	3.970048E-1
5.157000E+3	3.937690E-1
5.158000E+3	3.920065E-1
5.159000E+3	3.903881E-1
5.160000E+3	3.866099E-1
5.161000E+3	3.873762E-1
5.162000E+3	3.801181E-1
5.163000E+3	3.784100E-1
5.164000E+3	3.763336E-1
5.165000E+3	3.742304E-1
5.166000E+3	3.760316E-1
5.167000E+3	3.726695E-1
5.168000E+3	3.750589E-1
5.169000E+3	3.764642E-1
5.170000E+3	3.764432E-1
5.171000E+3	3.795515E-1
5.172000E+3	3.776736E-1
5.173000E+3	3.754586E-1
5.174000E+3	3.743730E-1
5.175000E+3	3.698313E-1
5.176000E+3	3.715971E-1
5.177000E+3	3.679709E-1
5.178000E+3	3.668237E-1
5.179000E+3	3.660082E-1
5.180000E+3	3.610660E-1
5.181000E+3	3.621727E-1
5.182000E+3	3.582616E-1
5.183000E+3	3.588903E-1
5.184000E+3	3.614714E-1
5.185000E+3	3.581249E-1
5.186000E+3	3.628043E-1
5.187000E+3	3.598696E-1
5.188000E+3	3.659842E-1
5.189000E+3	3.635573E-1
5.190000E+3	3.635698E-1
5.191000E+3	3.638287E-1
5.192000E+3	3.598821E-1
5.193000E+3	3.621203E-1
5.194000E+3	3.628539E-1
5.195000E+3	3.590962E-1
5.196000E+3	3.603116E-1
5.197000E+3	3.550403E-1
5.198000E+3	3.570258E-1
5.199000E+3	3.541873E-1
5.200000E+3	3.529218E-1
5.201000E+3	3.512206E-1
5.202000E+3	3.475023E-1
5.203000E+3	3.477605E-1
5.204000E+3	3.472024E-1
5.205000E+3	3.464214E-1
5.206000E+3	3.450939E-1
5.207000E+3	3.416943E-1
5.208000E+3	3.451830E-1
5.209000E+3	3.436887E-1
5.210000E+3	3.448514E-1
5.211000E+3	3.472183E-1
5.212000E+3	3.434345E-1
5.213000E+3	3.475423E-1
5.214000E+3	3.482733E-1
5.215000E+3	3.466424E-1
5.216000E+3	3.460606E-1
5.217000E+3	3.433368E-1
5.218000E+3	3.438192E-1
5.219000E+3	3.411508E-1
5.220000E+3	3.406373E-1
5.221000E+3	3.420004E-1
5.222000E+3	3.385014E-1
5.223000E+3	3.419600E-1
5.224000E+3	3.396608E-1
5.225000E+3	3.403362E-1
5.226000E+3	3.427919E-1
5.227000E+3	3.375252E-1
5.228000E+3	3.392523E-1
5.229000E+3	3.345282E-1
5.230000E+3	3.358718E-1
5.231000E+3	3.370336E-1
5.232000E+3	3.364020E-1
5.233000E+3	3.380417E-1
5.234000E+3	3.347348E-1
5.235000E+3	3.356555E-1
5.236000E+3	3.381353E-1
5.237000E+3	3.352582E-1
5.238000E+3	3.395549E-1
5.239000E+3	3.375777E-1
5.240000E+3	3.388106E-1
5.241000E+3	3.410695E-1
5.242000E+3	3.376812E-1
5.243000E+3	3.395543E-1
5.244000E+3	3.369856E-1
5.245000E+3	3.374255E-1
5.246000E+3	3.390924E-1
5.247000E+3	3.359995E-1
5.248000E+3	3.407844E-1
5.249000E+3	3.395175E-1
5.250000E+3	3.394455E-1
5.251000E+3	3.392536E-1
5.252000E+3	3.371938E-1
5.253000E+3	3.399499E-1
5.254000E+3	3.374227E-1
5.255000E+3	3.379934E-1
5.256000E+3	3.399391E-1
5.257000E+3	3.368811E-1
5.258000E+3	3.417604E-1
5.259000E+3	3.386375E-1
5.260000E+3	3.401130E-1
5.261000E+3	3.414884E-1
5.262000E+3	3.406121E-1
5.263000E+3	3.448390E-1
5.264000E+3	3.438859E-1
5.265000E+3	3.475824E-1
5.266000E+3	3.506844E-1
5.267000E+3	3.509107E-1
5.268000E+3	3.552872E-1
5.269000E+3	3.538784E-1
5.270000E+3	3.552383E-1
5.271000E+3	3.574426E-1
5.272000E+3	3.553841E-1
5.273000E+3	3.581080E-1
5.274000E+3	3.561684E-1
5.275000E+3	3.573606E-1
5.276000E+3	3.604717E-1
5.277000E+3	3.590802E-1
5.278000E+3	3.640273E-1
5.279000E+3	3.624233E-1
5.280000E+3	3.670436E-1
5.281000E+3	3.715676E-1
5.282000E+3	3.717895E-1
5.283000E+3	3.782837E-1
5.284000E+3	3.808818E-1
5.285000E+3	3.869778E-1
5.286000E+3	3.941171E-1
5.287000E+3	3.975179E-1
5.288000E+3	4.072413E-1
5.289000E+3	4.128110E-1
5.290000E+3	4.215483E-1
5.291000E+3	4.300125E-1
5.292000E+3	4.359357E-1
5.293000E+3	4.458432E-1
5.294000E+3	4.485514E-1
5.295000E+3	4.531081E-1
5.296000E+3	4.525560E-1
5.297000E+3	4.486391E-1
5.298000E+3	4.439340E-1
5.299000E+3	4.315363E-1
5.300000E+3	4.191672E-1
5.301000E+3	4.028132E-1
5.302000E+3	3.869326E-1
5.303000E+3	3.741384E-1
5.304000E+3	3.594185E-1
5.305000E+3	3.510734E-1
5.306000E+3	3.440569E-1
5.307000E+3	3.371447E-1
5.308000E+3	3.348938E-1
5.309000E+3	3.289779E-1
5.310000E+3	3.274651E-1
5.311000E+3	3.245535E-1
5.312000E+3	3.241066E-1
5.313000E+3	3.256575E-1
5.314000E+3	3.238337E-1
5.315000E+3	3.262749E-1
5.316000E+3	3.264114E-1
5.317000E+3	3.278888E-1
5.318000E+3	3.316898E-1
5.319000E+3	3.304187E-1
5.320000E+3	3.344225E-1
5.321000E+3	3.353417E-1
5.322000E+3	3.350060E-1
5.323000E+3	3.386387E-1
5.324000E+3	3.377435E-1
5.325000E+3	3.401946E-1
5.326000E+3	3.432826E-1
5.327000E+3	3.464179E-1
5.328000E+3	3.520556E-1
5.329000E+3	3.517813E-1
5.330000E+3	3.550975E-1
5.331000E+3	3.560833E-1
5.332000E+3	3.598851E-1
5.333000E+3	3.665766E-1
5.334000E+3	3.681568E-1
5.335000E+3	3.755148E-1
5.336000E+3	3.802828E-1
5.337000E+3	3.852279E-1
5.338000E+3	3.925281E-1
5.339000E+3	3.978012E-1
5.340000E+3	4.042978E-1
5.341000E+3	4.121059E-1
5.342000E+3	4.181509E-1
5.343000E+3	4.305686E-1
5.344000E+3	4.382936E-1
5.345000E+3	4.515456E-1
5.346000E+3	4.650131E-1
5.347000E+3	4.782220E-1
5.348000E+3	4.987350E-1
5.349000E+3	5.157787E-1
5.350000E+3	5.416791E-1
5.351000E+3	5.674729E-1
5.352000E+3	5.985876E-1
5.353000E+3	6.380369E-1
5.354000E+3	6.813408E-1
5.355000E+3	7.439883E-1
5.356000E+3	8.180519E-1
5.357000E+3	9.201542E-1
5.358000E+3	1.036051E+0
5.359000E+3	1.160118E+0
5.360000E+3	1.221603E+0
5.361000E+3	1.154294E+0
5.362000E+3	9.883844E-1
5.363000E+3	7.935644E-1
5.364000E+3	6.416064E-1
5.365000E+3	5.290574E-1
5.366000E+3	4.470302E-1
5.367000E+3	3.946451E-1
5.368000E+3	3.563305E-1
5.369000E+3	3.307619E-1
5.370000E+3	3.144209E-1
5.371000E+3	3.040688E-1
5.372000E+3	2.985923E-1
5.373000E+3	3.027916E-1
5.374000E+3	3.063340E-1
5.375000E+3	3.178329E-1
5.376000E+3	3.351932E-1
5.377000E+3	3.581175E-1
5.378000E+3	3.927866E-1
5.379000E+3	4.548058E-1
5.380000E+3	5.166436E-1
5.381000E+3	4.812403E-1
5.382000E+3	3.818511E-1
5.383000E+3	3.095716E-1
5.384000E+3	2.823848E-1
5.385000E+3	2.682339E-1
5.386000E+3	2.653302E-1
5.387000E+3	2.699038E-1
5.388000E+3	2.739110E-1
5.389000E+3	2.786131E-1
5.390000E+3	2.851859E-1
5.391000E+3	2.888620E-1
5.392000E+3	2.925168E-1
5.393000E+3	2.991364E-1
5.394000E+3	3.085930E-1
5.395000E+3	3.175603E-1
5.396000E+3	3.282133E-1
5.397000E+3	3.340156E-1
5.398000E+3	3.398551E-1
5.399000E+3	3.356779E-1
5.400000E+3	3.374382E-1
5.401000E+3	3.350037E-1
5.402000E+3	3.331877E-1
5.403000E+3	3.303651E-1
5.404000E+3	3.302252E-1
5.405000E+3	3.322864E-1
5.406000E+3	3.320296E-1
5.407000E+3	3.345528E-1
5.408000E+3	3.391844E-1
5.409000E+3	3.366041E-1
5.410000E+3	3.383608E-1
5.411000E+3	3.382671E-1
5.412000E+3	3.404816E-1
5.413000E+3	3.429967E-1
5.414000E+3	3.446741E-1
5.415000E+3	3.476664E-1
5.416000E+3	3.487040E-1
5.417000E+3	3.535748E-1
5.418000E+3	3.558891E-1
5.419000E+3	3.596890E-1
5.420000E+3	3.631057E-1
5.421000E+3	3.708327E-1
5.422000E+3	3.718032E-1
5.423000E+3	3.789757E-1
5.424000E+3	3.805900E-1
5.425000E+3	3.862142E-1
5.426000E+3	3.902642E-1
5.427000E+3	3.942019E-1
5.428000E+3	4.013861E-1
5.429000E+3	4.036632E-1
5.430000E+3	4.113238E-1
5.431000E+3	4.141693E-1
5.432000E+3	4.165384E-1
5.433000E+3	4.217414E-1
5.434000E+3	4.228153E-1
5.435000E+3	4.273574E-1
5.436000E+3	4.312042E-1
5.437000E+3	4.333958E-1
5.438000E+3	4.387561E-1
5.439000E+3	4.420225E-1
5.440000E+3	4.460164E-1
5.441000E+3	4.517839E-1
5.442000E+3	4.532564E-1
5.443000E+3	4.606111E-1
5.444000E+3	4.637319E-1
5.445000E+3	4.683171E-1
5.446000E+3	4.731899E-1
5.447000E+3	4.759146E-1
5.448000E+3	4.831205E-1
5.449000E+3	4.853381E-1
5.450000E+3	4.937288E-1
5.451000E+3	4.981616E-1
5.452000E+3	5.037615E-1
5.453000E+3	5.123090E-1
5.454000E+3	5.163640E-1
5.455000E+3	5.232843E-1
5.456000E+3	5.299614E-1
5.457000E+3	5.352770E-1
5.458000E+3	5.443906E-1
5.459000E+3	5.484506E-1
5.460000E+3	5.550143E-1
5.461000E+3	5.598382E-1
5.462000E+3	5.683211E-1
5.463000E+3	5.765736E-1
5.464000E+3	5.849417E-1
5.465000E+3	5.960056E-1
5.466000E+3	6.060816E-1
5.467000E+3	6.148169E-1
5.468000E+3	6.250503E-1
5.469000E+3	6.326060E-1
5.470000E+3	6.432772E-1
5.471000E+3	6.539366E-1
5.472000E+3	6.645794E-1
5.473000E+3	6.767051E-1
5.474000E+3	6.873852E-1
5.475000E+3	7.011496E-1
5.476000E+3	7.147741E-1
5.477000E+3	7.312706E-1
5.478000E+3	7.474834E-1
5.479000E+3	7.663425E-1
5.480000E+3	7.896730E-1
5.481000E+3	8.121477E-1
5.482000E+3	8.442812E-1
5.483000E+3	8.733161E-1
5.484000E+3	9.084871E-1
5.485000E+3	9.498836E-1
5.486000E+3	9.890296E-1
5.487000E+3	1.038342E+0
5.488000E+3	1.079361E+0
5.489000E+3	1.123955E+0
5.490000E+3	1.161127E+0
5.491000E+3	1.174254E+0
5.492000E+3	1.175344E+0
5.493000E+3	1.141634E+0
5.494000E+3	1.100307E+0
5.495000E+3	1.037054E+0
5.496000E+3	9.766795E-1
5.497000E+3	9.219568E-1
5.498000E+3	8.776434E-1
5.499000E+3	8.501349E-1
5.500000E+3	8.376890E-1
5.501000E+3	8.346825E-1
5.502000E+3	8.398445E-1
5.503000E+3	8.539670E-1
5.504000E+3	8.689043E-1
5.505000E+3	8.880741E-1
5.506000E+3	9.100436E-1
5.507000E+3	9.303668E-1
5.508000E+3	9.511156E-1
5.509000E+3	9.727806E-1
5.510000E+3	1.000116E+0
5.511000E+3	1.026287E+0
5.512000E+3	1.057149E+0
5.513000E+3	1.087459E+0
5.514000E+3	1.120539E+0
5.515000E+3	1.158453E+0
5.516000E+3	1.194313E+0
5.517000E+3	1.237200E+0
5.518000E+3	1.285070E+0
5.519000E+3	1.333686E+0
5.520000E+3	1.380333E+0
5.521000E+3	1.428609E+0
5.522000E+3	1.487572E+0
5.523000E+3	1.538488E+0
5.524000E+3	1.585112E+0
5.525000E+3	1.636846E+0
5.526000E+3	1.690004E+0
5.527000E+3	1.752135E+0
5.528000E+3	1.815534E+0
5.529000E+3	1.884858E+0
5.530000E+3	1.964909E+0
5.531000E+3	2.052470E+0
5.532000E+3	2.150955E+0
5.533000E+3	2.257966E+0
5.534000E+3	2.374891E+0
5.535000E+3	2.508981E+0
5.536000E+3	2.650770E+0
5.537000E+3	2.814044E+0
5.538000E+3	2.997769E+0
5.539000E+3	3.209019E+0
5.540000E+3	3.451081E+0
5.541000E+3	3.726264E+0
5.542000E+3	4.052082E+0
5.543000E+3	4.434908E+0
5.544000E+3	4.901846E+0
5.545000E+3	5.469728E+0
5.546000E+3	6.165095E+0
5.547000E+3	7.046002E+0
5.548000E+3	8.178669E+0
5.549000E+3	9.617593E+0
5.550000E+3	1.147626E+1
5.551000E+3	1.369966E+1
5.552000E+3	1.586998E+1
5.553000E+3	1.682781E+1
5.554000E+3	1.569140E+1
5.555000E+3	1.338813E+1
5.556000E+3	1.118779E+1
5.557000E+3	9.440851E+0
5.558000E+3	8.105940E+0
5.559000E+3	7.076714E+0
5.560000E+3	6.289359E+0
5.561000E+3	5.664792E+0
5.562000E+3	5.169913E+0
5.563000E+3	4.774967E+0
5.564000E+3	4.446768E+0
5.565000E+3	4.179869E+0
5.566000E+3	3.970095E+0
5.567000E+3	3.807712E+0
5.568000E+3	3.694781E+0
5.569000E+3	3.623247E+0
5.570000E+3	3.596365E+0
5.571000E+3	3.625199E+0
5.572000E+3	3.697834E+0
5.573000E+3	3.775073E+0
5.574000E+3	3.730722E+0
5.575000E+3	3.472661E+0
5.576000E+3	3.058445E+0
5.577000E+3	2.626025E+0
5.578000E+3	2.269438E+0
5.579000E+3	1.986212E+0
5.580000E+3	1.762844E+0
5.581000E+3	1.586374E+0
5.582000E+3	1.448266E+0
5.583000E+3	1.333624E+0
5.584000E+3	1.261037E+0
